ranking,fund_short_name,fund_company,investment_strategy,lastest_NAV,cumulative_return,recent_month_return,annalized_return,sharpe_ratio,year_rating
39,雄愉全天候CTA1号,雄愉资本,管理期货,"1.1310
2017-09-29",13.10%,12.65%,--,--,Not provided
40,招金成也量化1期,成也基金,管理期货,"0.9590
2017-10-27",15.30%,12.49%,--,--,Not provided
41,古堡湾FOF一号,君融达资产,组合策略,"1.1720
2017-10-25",14.60%,12.02%,--,--,Not provided
42,龙商资本定增十号,龙商资本,事件驱动,"1.2160
2017-10-27",25.20%,11.59%,--,--,Not provided
43,雪球精英荟组合2017-04,斯诺波资产,组合策略,"1.2910
2017-09-29",29.10%,11.49%,--,--,Not provided
44,排排睿福二期量化精选一号,排排网未来星基金,管理期货,"1.2510
2017-10-27",38.62%,11.16%,--,--,Not provided
45,本翼1号,云本翼投资,事件驱动,"1.3367
2017-10-20",43.78%,11.14%,--,--,Not provided
46,汇祥1号,汇祥贰零壹壹,管理期货,"4.8163
2017-10-27",390.33%,11.04%,--,--,4out of 5
47,金紫移锦里一号,金紫移,管理期货,"1.3746
2017-10-27",39.11%,10.71%,--,--,Not provided
48,成也量化稳健型3期私募基金,成也基金,管理期货,"1.0465
2017-10-20",13.50%,10.67%,--,--,Not provided
49,美枫1号,美枫阁投资,管理期货,"0.8800
2017-10-27",43.32%,10.36%,--,--,1out of 5
50,私募工场心量多策略一号,斯诺波投资,复合策略,"1.2330
2017-10-19",19.30%,10.36%,--,--,Not provided
51,东航金融-CTA-山量1号,东航金控,管理期货,"1.0202
2017-10-30",10.45%,10.32%,--,--,Not provided
52,环球时刻永柏宏观策略,永柏联投,宏观策略,"1.1798
2017-10-20",10.66%,10.24%,--,--,Not provided
53,量金优利CTA二号,量金资产,管理期货,"2.1024
2017-10-20",105.79%,10.22%,--,--,4out of 5
54,远澜雪松,远澜信息,管理期货,"1.8050
2017-10-27",85.20%,10.11%,--,--,5out of 5
55,仙童FOF5期,仙童投资,组合策略,"1.3788
2017-10-20",25.84%,10.08%,--,--,3out of 5
56,赤祺定增1号,赤祺资产,事件驱动,"1.2340
2017-10-27",22.90%,9.83%,--,--,Not provided
57,思昊1期,思昊资本,相对价值,"1.1190
2017-10-13",13.00%,9.82%,--,--,3out of 5
58,灵灵一号,琳灵资产,固定收益,"1.2560
2017-10-18",25.80%,9.77%,--,--,Not provided
59,浙江和熙1号,和熙资产,管理期货,"1.0320
2017-10-27",10.00%,9.56%,--,--,Not provided
60,华润信托-长阳精选1号,银创资本,事件驱动,"1.2648
2017-10-13",24.06%,9.45%,--,--,Not provided
61,念空至尊多策略,念空数据科技,管理期货,"1.1476
2017-10-27",19.41%,9.42%,--,--,Not provided
62,海衍套利稳健一号,海衍资产,管理期货,"1.1070
2017-10-13",9.70%,9.37%,--,--,Not provided
63,融智睿福一期,睿福投资,管理期货,"1.3080
2017-10-27",67.82%,9.37%,--,--,3out of 5
64,涌乐宏观1号,涌乐股权投资,宏观策略,"1.3336
2017-10-27",32.90%,9.19%,--,--,Not provided
65,泳慕资产黑金1号,泳慕资产,管理期货,"0.9557
2017-10-27",1.02%,9.15%,--,--,Not provided
66,龙全冠宇-高维指数FOF,龙全投资,组合策略,"1.1378
2017-10-27",13.35%,9.14%,--,--,Not provided
67,盛运1号,子轩资产,复合策略,"1.0718
2017-10-13",15.02%,9.12%,--,--,3out of 5
68,善境武,善境投资,管理期货,"0.4910
2017-09-29",-50.90%,9.11%,--,--,1out of 5
69,濡圣投资-领航1号,濡圣投资,管理期货,"1.1175
2017-10-20",65.33%,9.03%,--,--,4out of 5
70,兴云圆运动8号,兴云投资,宏观策略,"1.0040
2017-10-25",34.60%,9.01%,--,--,4out of 5
71,兴富丰地1号,兴富投资,复合策略,"1.3710
2017-10-13",38.80%,8.86%,--,--,3out of 5
72,美枫平衡量化,美枫阁投资,管理期货,"0.8686
2017-10-27",1.37%,8.86%,--,--,Not provided
73,静观万有资本A期,静观万有,复合策略,"1.5540
2017-10-27",33.58%,8.86%,--,--,Not provided
74,壁虎成长二号,壁虎投资,复合策略,"1.2110
2017-10-27",10.20%,8.68%,--,--,3out of 5
75,弢瑞楚正进取一号,弢瑞资产,复合策略,"1.3210
2017-10-30",24.90%,8.66%,--,--,3out of 5
76,友利恒升,友利基金,复合策略,"1.1030
2017-10-27",3.30%,8.62%,--,--,3out of 5
77,钜沣三号FOF,钜瑞资产,组合策略,"0.8340
2017-10-20",-14.43%,8.51%,--,--,Not provided
78,兴云圆运动6号,兴云投资,宏观策略,"1.2430
2017-10-25",23.40%,8.44%,--,--,4out of 5
79,云南信托-兴富稳健1号,兴富投资,复合策略,"0.9994
2017-10-20",0.07%,8.43%,--,--,Not provided
80,赤碧二号,赤碧投资,管理期货,"1.0190
2017-10-27",6.80%,8.43%,--,--,Not provided
81,远澜云杉,远澜信息,管理期货,"1.5430
2017-10-27",59.80%,8.34%,--,--,5out of 5
82,德玛西亚,上海瓦洛兰投资,复合策略,"1.2106
2017-10-19",30.46%,8.22%,--,--,3out of 5
83,龙全冠宇C-高维指数FOF,龙全投资,组合策略,"1.1224
2017-10-27",11.90%,8.21%,--,--,Not provided
84,巡洋进取1号,巡洋持续,复合策略,"0.8999
2017-10-27",30.29%,8.12%,--,--,3out of 5
85,扬帆智盈多策略量化套利1号,扬帆智盈投资,复合策略,"1.2600
2017-10-27",20.03%,7.85%,--,--,4out of 5
86,融创互智定增宝2号,融创晋信资产,事件驱动,"1.0870
2017-09-29",8.70%,7.84%,--,--,Not provided
87,乾和资产进取一号,乾和资产,管理期货,"1.0521
2017-10-27",10.36%,7.82%,--,--,2out of 5
88,庆元豊远征1号,庆元豊,复合策略,"1.0260
2017-10-27",5.37%,7.78%,--,--,Not provided
89,扬帆智盈多策略量化进取1号,扬帆智盈投资,复合策略,"1.4110
2017-10-27",31.70%,7.77%,--,--,4out of 5
90,远澜云杉4号,远澜信息,复合策略,"1.0510
2017-10-27",8.70%,7.73%,--,--,Not provided
91,紫金港紫道一号,紫金港资本,复合策略,"1.1595
2017-09-29",15.95%,7.69%,--,--,Not provided
92,朗宥CTA一期,朗宥资产,管理期货,"1.2482
2017-10-27",32.48%,7.69%,--,--,4out of 5
93,赤碧永续一号,赤碧投资,管理期货,"1.2280
2017-10-27",27.71%,7.65%,--,--,Not provided
94,默驰对冲1号,默驰投资,管理期货,"1.7078
2017-10-20",67.68%,7.65%,--,--,4out of 5
95,乔格理精选13号,乔格理投资,事件驱动,"1.5500
2017-09-29",55.00%,7.64%,--,--,Not provided
96,方宸1号,方宸资产,复合策略,"0.7862
2017-10-20",-10.22%,7.63%,--,--,1out of 5
97,诚轩1号,诚轩投资,复合策略,"1.4691
2017-10-27",51.18%,7.60%,--,--,4out of 5
98,银国达犇牛七号,银国达资本,复合策略,"1.2830
2017-10-20",46.73%,7.60%,--,--,3out of 5
99,华赢7号4期,冲和资产,相对价值,"1.0690
2017-10-27",6.80%,7.55%,--,--,Not provided
100,康曼德101A,康曼德资本,复合策略,"1.3850
2017-09-29",38.50%,7.53%,--,--,4out of 5
101,泉通成也量化1期,成也基金,复合策略,"1.0370
2017-10-27",11.40%,7.53%,--,--,Not provided
102,巨牛厚石量化对冲,广东巨牛投资,复合策略,"1.0323
2017-10-27",43.80%,7.52%,--,--,Not provided
103,白石盘古复利,白石资产,管理期货,"1.5192
2017-10-27",53.85%,7.50%,--,--,4out of 5
104,福建滚雪球10号,滚雪球投资,复合策略,"1.5800
2017-09-25",234.14%,7.48%,--,--,4out of 5
105,壁虎成长三号,壁虎投资,复合策略,"1.3609
2017-10-27",22.30%,7.46%,--,--,Not provided
106,招金成也量化2期进取型,成也基金,管理期货,"1.1056
2017-10-20",19.14%,7.44%,--,--,Not provided
107,最具巴菲特潜力15期,宝银创赢,复合策略,"0.8128
2017-10-10",-11.63%,7.39%,--,--,1out of 5
108,最具巴菲特潜力11期,宝银创赢,复合策略,"0.9556
2017-09-20",-4.44%,7.38%,--,--,1out of 5
109,奇迹种子1号,康腾投资,复合策略,"0.9241
2017-10-27",55.38%,7.34%,--,--,2out of 5
110,皓晨稳进1号,皓晨投资,复合策略,"1.1760
2017-10-27",11.86%,7.31%,--,--,Not provided
111,中珏安粮2号,中珏投资,管理期货,"1.1470
2017-10-20",14.10%,7.04%,--,--,Not provided
112,永安科技量化对冲7号,永安科技,相对价值,"1.0300
2017-10-27",3.60%,7.02%,--,--,3out of 5
113,中正金通7号杉树,前海盖德尔,复合策略,"1.1210
2017-10-20",11.40%,7.01%,--,--,Not provided
114,望正精英浩然2号,望正资产,复合策略,"1.3890
2017-09-29",38.90%,7.01%,--,--,4out of 5
115,第二基金原油,第二基金,相对价值,"1.0261
2017-10-20",2.91%,7.00%,--,--,1out of 5
116,由势高山流水1号,由势投资,管理期货,"1.1757
2017-10-27",24.96%,7.00%,--,--,Not provided
117,金鹰定增151号,银创资本,事件驱动,"1.0570
2017-10-13",5.70%,6.98%,--,--,Not provided
118,新动力混合型,天逸新融(北京),复合策略,"0.8723
2017-09-29",-12.77%,6.98%,--,--,Not provided
119,上善若水钦飞壹号,上善若水,事件驱动,"3.3439
2017-10-27",178.98%,6.97%,--,--,Not provided
120,和顿源泉八期,成也基金,复合策略,"1.1044
2017-10-20",15.78%,6.92%,--,--,Not provided
121,中证乾元常青1号对冲,中证乾元,管理期货,"0.9198
2017-10-20",8.97%,6.89%,--,--,Not provided
122,远澜红枫2号,远澜信息,复合策略,"1.0640
2017-10-27",8.90%,6.87%,--,--,3out of 5
123,仙童FOF13期,仙童投资,组合策略,"1.2394
2017-10-20",12.44%,6.85%,--,--,Not provided
124,弘石量化1号,弘石基金,相对价值,"1.0697
2017-10-30",55.29%,6.85%,--,--,Not provided
125,庆元豊远澜金枫1号,远澜信息,管理期货,"1.0320
2017-10-27",6.40%,6.83%,--,--,Not provided
126,东方价值基金二号,基岩资产,事件驱动,"1.5730
2017-09-29",57.30%,6.79%,--,--,Not provided
127,量金优利CTA七号,量金资产,管理期货,"1.1113
2017-10-20",9.88%,6.69%,--,--,Not provided
128,世祖元朔一号,世祖资产,复合策略,"1.0680
2017-10-20",5.30%,6.69%,--,--,Not provided
129,西域和谐3号定增,广州西域投资,事件驱动,"1.9140
2017-10-27",86.80%,6.68%,--,--,Not provided
130,瀚熙智晟一号,瀚熙资产,复合策略,"0.9120
2017-10-20",-7.10%,6.66%,--,--,1out of 5
131,弘茗套利稳健6号基金,弘茗资产,复合策略,"2.8052
2017-10-27",164.90%,6.64%,--,--,5out of 5
132,铨德一号,铨德资产,复合策略,"0.9490
2017-09-12",-5.10%,6.63%,--,--,1out of 5
133,远澜乔松,远澜信息,管理期货,"1.3990
2017-10-27",46.80%,6.61%,--,--,4out of 5
134,金潮期权套利三号,金潮投资,相对价值,"1.1643
2017-10-25",13.10%,6.58%,--,--,Not provided
135,金珀2号,金珀资产,复合策略,"1.1830
2017-10-20",14.40%,6.52%,--,--,4out of 5
136,壹泽天御一号,壹泽资本,组合策略,"1.0260
2017-10-27",4.60%,6.52%,--,--,Not provided
137,睿豫稳健成长1号,睿豫基金,复合策略,"0.9623
2017-10-13",25.04%,6.51%,--,--,3out of 5
138,显德滚雪球1号,滚雪球投资,复合策略,"1.1820
2017-09-25",18.20%,6.49%,--,--,Not provided
139,中珏安粮3号,中珏投资,管理期货,"1.2920
2017-10-20",29.80%,6.48%,--,--,Not provided
140,仙童FOF101期,仙童投资,组合策略,"1.0643
2017-10-20",10.75%,6.45%,--,--,Not provided
141,灵客1号,纳斯特投资,固定收益,"1.0990
2017-10-20",9.50%,6.41%,--,--,2out of 5
142,矩阵1号,中资宏德,相对价值,"0.9284
2017-10-27",5.23%,6.41%,--,--,3out of 5
143,量客投资多策略九号,量客投资,复合策略,"1.0775
2017-10-20",6.61%,6.40%,--,--,Not provided
144,金珀1号,金珀资产,复合策略,"1.2200
2017-10-20",18.20%,6.39%,--,--,4out of 5
145,业海通厚石1号,厚石天成,复合策略,"1.2370
2017-10-27",22.10%,6.36%,--,--,Not provided
146,春晖1号,万葵资产,宏观策略,"1.5424
2017-10-20",53.54%,6.35%,--,--,Not provided
147,私募工场秃鹫一期,斯诺波投资,宏观策略,"1.6830
2017-10-23",79.20%,6.35%,--,--,4out of 5
148,量道富祥cta1号,深圳量道投资,管理期货,"1.0230
2017-10-20",10.60%,6.35%,--,--,Not provided
149,银国达广州,银国达资本,复合策略,"1.0595
2017-10-20",10.18%,6.31%,--,--,Not provided
150,龙龟1号,龙龟投资,管理期货,"1.0698
2017-10-26",12.59%,6.29%,--,--,3out of 5
151,国钰厚石量化多策略,厚石天成,复合策略,"1.1078
2017-10-27",13.04%,6.27%,--,--,Not provided
152,嗣盈1号,嗣盈资产,复合策略,"0.9458
2017-10-27",-7.33%,6.25%,--,--,2out of 5
153,龙全特定1期,龙全投资,复合策略,"1.1107
2017-10-27",9.77%,6.20%,--,--,Not provided
154,兴业信托-众信旅游1号员工持股,信证基金,事件驱动,"1.1660
2017-10-20",28.17%,6.19%,--,--,Not provided
155,多盈-笛卡尔,多盈财富,复合策略,"1.1380
2017-10-27",6.40%,6.19%,--,--,3out of 5
156,易阁民丰一号,易阁民丰,管理期货,"1.4360
2017-10-31",43.60%,6.17%,--,--,Not provided
157,同德沪港深多策略1号,桐德投资,复合策略,"1.1450
2017-10-20",11.99%,6.11%,--,--,Not provided
158,冲和长胜6号,冲和资产,相对价值,"1.0230
2017-10-27",7.70%,6.11%,--,--,Not provided
159,同安定增保2号,同安投资,事件驱动,"1.4950
2017-10-13",56.70%,6.09%,--,--,Not provided
160,约瑟博智,博智基金,复合策略,"1.0900
2017-10-27",11.50%,6.09%,--,--,3out of 5
161,嘉翼6号,嘉理资产,相对价值,"1.0270
2017-10-20",1.20%,6.08%,--,--,3out of 5
162,昊嘉明智2号,昊嘉投资,复合策略,"1.0374
2017-10-23",5.20%,6.05%,--,--,Not provided
163,昊宸鼎鑫二号,昊宸资产,事件驱动,"1.3850
2017-10-20",28.60%,6.02%,--,--,Not provided
164,金湖无量中性对冲四号,红墙泰和,相对价值,"1.1130
2017-09-28",11.30%,6.00%,--,--,Not provided
165,诚轩共享,诚轩投资,复合策略,"1.1650
2017-10-27",20.28%,5.99%,--,--,Not provided
166,中证乾元二号,中证乾元,管理期货,"1.0430
2017-10-27",8.52%,5.95%,--,--,Not provided
167,庐雍绝对优势6号,庐雍资产,宏观策略,"1.2440
2017-09-29",24.40%,5.93%,--,--,4out of 5
168,福建滚雪球同驰3号,滚雪球投资,复合策略,"1.1670
2017-09-25",16.70%,5.90%,--,--,Not provided
169,常青藤辉腾2号,深圳常青藤资产,复合策略,"1.1410
2017-10-27",7.42%,5.88%,--,--,Not provided
170,厚石碧信量化对冲1号,厚石天成,复合策略,"1.0650
2017-10-27",6.20%,5.88%,--,--,3out of 5
171,中宏厚石贤达量化多策略,厚石天成,复合策略,"1.0744
2017-10-27",7.62%,5.87%,--,--,Not provided
172,蜂雀CTA量化稳健3号,蜂雀投资,复合策略,"1.0140
2017-09-29",1.40%,5.85%,--,--,Not provided
173,成也量化徽州浮动理财3期,成也基金,复合策略,"1.0045
2017-10-27",7.74%,5.82%,--,--,Not provided
174,葆金峰菁英287号,葆金峰,复合策略,"1.0077
2017-10-27",26.97%,5.82%,--,--,5out of 5
175,思晔全天候1号,思晔投资,宏观策略,"1.1258
2017-09-29",12.58%,5.75%,--,--,Not provided
176,科纳1号,科纳投资,管理期货,"1.6020
2017-10-27",64.40%,5.72%,--,--,1out of 5
177,量创起航1号,量创投资,复合策略,"1.7510
2017-09-29",75.10%,5.67%,--,--,Not provided
178,最具巴菲特潜力7期,宝银创赢,复合策略,"0.8651
2017-10-10",-5.85%,5.67%,--,--,1out of 5
179,金锝1期,金锝资产,相对价值,"1.1137
2017-10-27",15.53%,5.66%,--,--,3out of 5
180,涵德桢诚量化,涵德投资,相对价值,"1.0840
2017-10-20",10.90%,5.62%,--,--,3out of 5
181,厚石天成贤达量化混合多策略,厚石天成,复合策略,"1.1140
2017-10-27",9.10%,5.61%,--,--,Not provided
182,加利宝1期,加利宝投资,复合策略,"1.0410
2017-10-20",2.20%,5.58%,--,--,Not provided
183,诚轩2号,诚轩投资,复合策略,"1.1473
2017-10-27",18.86%,5.56%,--,--,Not provided
184,共赢对冲一号,共闯投资,复合策略,"1.3026
2017-10-27",30.56%,5.48%,--,--,Not provided
185,丰泰1号,恒丰泰石,固定收益,"1.2160
2017-10-27",39.35%,5.47%,--,--,3out of 5
186,创亮投资自营一号,创亮投资,复合策略,"1.1820
2017-10-27",16.25%,5.46%,--,--,Not provided
187,乔戈里蓝筹精选2号,乔格理投资,事件驱动,"1.1600
2017-09-29",16.00%,5.45%,--,--,Not provided
188,招焱稳赢1号,招焱投资,固定收益,"0.9800
2017-09-26",-2.00%,5.38%,--,--,Not provided
189,财智增赢2号,财智联合,事件驱动,"1.0130
2017-10-18",3.00%,5.32%,--,--,Not provided
190,国道同享4号,国道基金,复合策略,"1.1920
2017-10-13",18.90%,5.31%,--,--,Not provided
191,东方恒润润丰1号,东方恒润,复合策略,"1.0430
2017-10-20",3.10%,5.31%,--,--,3out of 5
192,国富成也量化1号,成也基金,管理期货,"1.0350
2017-10-13",5.30%,5.30%,--,--,Not provided
193,杉树欣欣,杉树资本,相对价值,"1.1850
2017-10-27",17.70%,5.28%,--,--,4out of 5
194,融升凤舞,融升基金,宏观策略,"1.0640
2017-10-20",19.41%,5.27%,--,--,Not provided
195,集成泰润有色金属产业链1号,泰润海吉,复合策略,"0.8820
2017-09-18",-11.80%,5.25%,--,--,2out of 5
196,云南信托-源盛恒瑞5号,久真投资,复合策略,"1.0010
2017-10-20",0.54%,5.22%,--,--,1out of 5
197,恒升多策略8号,鼎尚金投资,复合策略,"1.2100
2017-09-29",21.00%,5.22%,--,--,Not provided
198,冠通北纬稳盈1号,冠通北纬,管理期货,"1.3179
2017-10-20",30.82%,5.21%,--,--,4out of 5
199,西藏同信同心-福建滚雪球1号,滚雪球投资,复合策略,"1.2100
2017-10-27",15.20%,5.21%,--,--,5out of 5
200,翼虎投资弘深1号,翼虎投资,复合策略,"1.1110
2017-10-20",5.30%,5.21%,--,--,Not provided
201,鸣熙质子一号,鸣熙资产,管理期货,"1.2155
2017-10-27",22.33%,5.20%,--,--,Not provided
202,沣青扬2号,沣青扬资产,复合策略,"0.9980
2017-10-27",-4.60%,5.18%,--,--,1out of 5
203,天盈三期,金宝利投资,复合策略,"1.3751
2017-09-06",37.51%,5.17%,--,--,Not provided
204,富贵花开1号,万晟投资,复合策略,"0.8550
2017-09-22",-14.50%,5.17%,--,--,Not provided
205,沣青扬1号,沣青扬资产,复合策略,"1.1357
2017-10-27",7.43%,5.16%,--,--,1out of 5
206,知本量化多策略1号,知本金融,复合策略,"1.0790
2017-10-27",0.10%,5.15%,--,--,Not provided
207,中信建投-道冲量化1号,道冲投资,相对价值,"1.2129
2017-10-20",35.53%,5.14%,--,--,3out of 5
208,伟诚二号,嘉佳汇资产,复合策略,"0.9400
2017-10-27",-3.80%,5.14%,--,--,Not provided
209,紫石鼎鑫6号,紫石鼎鑫投资,复合策略,"1.0790
2017-10-27",4.60%,5.13%,--,--,Not provided
210,思诺铂稳健2号,思诺铂投资,复合策略,"1.1028
2017-10-27",8.16%,5.12%,--,--,Not provided
211,灵涛潜龙1期,灵涛基金,复合策略,"1.1870
2017-10-25",17.80%,5.08%,--,--,2out of 5
212,知方石份额宝,知方石投资,复合策略,"1.0500
2017-10-27",5.80%,5.06%,--,--,Not provided
213,伏流量化投资三期,伏流投资,管理期货,"1.1640
2017-10-27",16.20%,5.06%,--,--,Not provided
214,子衿进取二号,子衿资产,管理期货,"1.0301
2017-10-27",10.20%,5.03%,--,--,Not provided
215,致远十六号,致诚卓远,相对价值,"1.3382
2017-10-27",27.91%,5.03%,--,--,Not provided
216,煜诚投资新价值一号,斯诺波投资,复合策略,"1.0384
2017-10-27",5.49%,5.02%,--,--,3out of 5
217,星纪向日葵,星纪资产,复合策略,"1.0923
2017-10-20",11.47%,4.99%,--,--,3out of 5
218,嘉理红利,嘉理资产,管理期货,"0.9660
2017-10-20",-2.90%,4.97%,--,--,Not provided
219,宁创一号,恒添投资,复合策略,"1.1800
2017-10-27",12.00%,4.97%,--,--,Not provided
220,金汇瑞合叁号,宝菲特,事件驱动,"0.9480
2017-10-27",-6.70%,4.95%,--,--,Not provided
221,乐正资本三川,乐正资本,宏观策略,"1.7474
2017-10-20",61.43%,4.92%,--,--,Not provided
222,鑫融优选,鑫融长弘,复合策略,"1.1100
2017-09-29",11.00%,4.91%,--,--,3out of 5
223,浩航扬帆,浩航资产,管理期货,"1.0374
2017-10-27",5.26%,4.91%,--,--,Not provided
224,清源杉树,杉树资本,相对价值,"1.0930
2017-10-27",7.30%,4.89%,--,--,4out of 5
225,正泽元对冲6号,正泽元资产,管理期货,"1.0660
2017-10-13",20.34%,4.85%,--,--,4out of 5
226,壹牛二期,壹牛基金,复合策略,"0.9635
2017-10-13",13.35%,4.85%,--,--,Not provided
227,平安阖鼎-大岩组合定增,平安阖鼎,事件驱动,"0.9880
2017-10-20",-0.35%,4.84%,--,--,Not provided
228,华融信托-国兵晟乾成长2号,国兵晟乾投资,事件驱动,"2.3766
2017-10-20",137.70%,4.84%,--,--,Not provided
229,数弈众城多策略1期,数弈众城投资,复合策略,"1.2738
2017-10-27",23.50%,4.81%,--,--,4out of 5
230,知钱-FOF2号,知钱理财,组合策略,"0.7266
2017-10-20",-29.43%,4.80%,--,--,1out of 5
231,仙童FOF11期,仙童投资,组合策略,"1.0296
2017-10-20",1.76%,4.78%,--,--,2out of 5
232,鼎盛成也量化二期,成也基金,管理期货,"0.9982
2017-10-20",5.27%,4.77%,--,--,Not provided
233,兴云宏观2号,兴云投资,宏观策略,"1.1540
2017-10-25",14.50%,4.76%,--,--,4out of 5
234,泳慕资产CTA稳健1号,泳慕资产,管理期货,"0.9607
2017-10-27",-2.43%,4.76%,--,--,Not provided
235,逍遥投资韬略1号,北京逍遥投资,复合策略,"1.9585
2017-10-27",93.92%,4.75%,--,--,4out of 5
236,精赢建信,康腾投资,复合策略,"1.0020
2017-10-27",3.90%,4.74%,--,--,Not provided
237,同安定增保3号,同安投资,事件驱动,"1.0940
2017-10-13",13.10%,4.72%,--,--,Not provided
238,致远中证500指数,致诚卓远,相对价值,"1.3848
2017-10-27",31.70%,4.71%,--,--,Not provided
239,远澜银杏1号,远澜信息,管理期货,"1.0110
2017-10-27",2.60%,4.69%,--,--,Not provided
240,新萌投资-亮点1号,新萌投资,管理期货,"1.1934
2017-10-02",19.34%,4.68%,--,--,Not provided
241,景富优选一期,景富投资,复合策略,"1.0901
2017-10-27",8.68%,4.67%,--,--,Not provided
242,致远十五号,致诚卓远,相对价值,"1.1150
2017-10-27",6.15%,4.66%,--,--,Not provided
243,白鹭零号量化对冲,晟沣投资,复合策略,"0.6851
2017-10-20",-28.40%,4.66%,--,--,2out of 5
244,伟亿常赢一号,石锋资产,复合策略,"1.4370
2017-10-27",26.70%,4.62%,--,--,5out of 5
245,重瑞方程式,重瑞投资,管理期货,"1.1449
2017-10-27",19.80%,4.61%,--,--,3out of 5
246,博鸿元鑫,上海博鸿投资,复合策略,"1.0176
2017-09-29",1.76%,4.61%,--,--,3out of 5
247,明曦3号,明曦资本,管理期货,"1.0690
2017-10-27",9.20%,4.60%,--,--,Not provided
