Ranking,Fund Short Name,Investment Strategy,Dummy,Fund Company,Dummy,Recent Month Return,Dummy,Lastest NAV,Cumulative Return,Dummy,Dummy,Dummy,Annalized Return,Sharpe Ratio,Year Rating
2532,涛峰银帆,组合策略,查看,涛峰资本,查看,8.54%,查看,1.0800,8.00%,查看,查看,查看,,,
2533,私募基金宝稳健增长,组合策略,查看,光大银行,查看,12.74%,查看,1.9736,97.36%,查看,查看,查看,,,
2534,民森先进生产力顺迎A期,股票策略,查看,民森投资,查看,10.91%,查看,0.9050,-9.50%,查看,查看,查看,,,
2535,悟空对冲量化五期,对冲策略,查看,悟空投资,查看,14.16%,查看,1.2980,29.80%,查看,查看,查看,,,
2536,民森尊享J期,股票策略,查看,民森投资,查看,12.43%,查看,1.1395,13.95%,查看,查看,查看,,,
2537,璞醴价值成长,股票策略,查看,璞醴资产,查看,7.14%,查看,1.2000,20.00%,查看,查看,查看,,,
2538,兴业鑫享6号,多策略,查看,兴业证券,查看,11.94%,查看,1.5370,53.70%,查看,查看,查看,,,
2539,民森尊享AS期,股票策略,查看,民森投资,查看,12.44%,查看,0.7664,-23.36%,查看,查看,查看,,,
2540,民森尊享AI期,股票策略,查看,民森投资,查看,12.42%,查看,0.7664,-23.36%,查看,查看,查看,,,
2541,民森尊享AO期,股票策略,查看,民森投资,查看,12.44%,查看,0.7664,-23.36%,查看,查看,查看,,,
2542,民森尊享AK期,股票策略,查看,民森投资,查看,12.44%,查看,0.7664,-23.36%,查看,查看,查看,,,
2543,民森H号,股票策略,查看,民森投资,查看,12.44%,查看,1.8943,89.43%,查看,查看,查看,,,
2544,民森尊享AF期,股票策略,查看,民森投资,查看,12.42%,查看,0.7665,-23.35%,查看,查看,查看,,,
2545,民森尊享AE期,股票策略,查看,民森投资,查看,12.42%,查看,0.7665,-23.35%,查看,查看,查看,,,
2546,民森尊享AL期,股票策略,查看,民森投资,查看,12.42%,查看,0.7665,-23.35%,查看,查看,查看,,,
2547,民森尊享AN期,股票策略,查看,民森投资,查看,12.44%,查看,0.7665,-23.35%,查看,查看,查看,,,
2548,民森尊享C期,股票策略,查看,民森投资,查看,12.44%,查看,1.1680,16.80%,查看,查看,查看,,,
2549,民森尊享O期,股票策略,查看,民森投资,查看,12.43%,查看,1.0150,1.50%,查看,查看,查看,,,
2550,海燕沪港深精选1号私募,股票策略,查看,海燕投资,查看,11.41%,查看,1.1589,15.89%,查看,查看,查看,,,
2551,民森尊享Y期,股票策略,查看,民森投资,查看,12.42%,查看,0.8922,-10.78%,查看,查看,查看,,,
2552,民森尊享Z期,股票策略,查看,民森投资,查看,12.44%,查看,0.8923,-10.77%,查看,查看,查看,,,
2553,民森尊享B期,股票策略,查看,民森投资,查看,12.43%,查看,1.5755,57.55%,查看,查看,查看,,,
2554,民森尊享A期,股票策略,查看,民森投资,查看,12.43%,查看,1.5748,57.48%,查看,查看,查看,,,
2555,民森尊享P期,股票策略,查看,民森投资,查看,12.42%,查看,0.8987,-10.13%,查看,查看,查看,,,
2556,民森尊享W期,股票策略,查看,民森投资,查看,12.42%,查看,0.8987,-10.13%,查看,查看,查看,,,
2557,民森尊享V期,股票策略,查看,民森投资,查看,12.43%,查看,0.8988,-10.12%,查看,查看,查看,,,
2558,民森尊享N期,股票策略,查看,民森投资,查看,12.43%,查看,0.8988,-10.12%,查看,查看,查看,,,
2559,民森尊享G期,股票策略,查看,民森投资,查看,12.42%,查看,1.1376,13.76%,查看,查看,查看,,,
2560,玄卜善时,股票策略,查看,玄卜投资,查看,16.54%,查看,1.1271,12.71%,查看,查看,查看,,,
2561,民森尊享E期,股票策略,查看,民森投资,查看,12.42%,查看,1.2128,21.28%,查看,查看,查看,,,
2562,民森先进生产力顺迎E期,股票策略,查看,民森投资,查看,10.89%,查看,0.9060,-9.40%,查看,查看,查看,,,
2563,民森尊享T期,股票策略,查看,民森投资,查看,12.41%,查看,0.8983,-10.17%,查看,查看,查看,,,
2564,民森尊享AG期,股票策略,查看,民森投资,查看,12.43%,查看,0.7663,-23.37%,查看,查看,查看,,,
2565,民森尊享AD期,股票策略,查看,民森投资,查看,12.43%,查看,0.7663,-23.37%,查看,查看,查看,,,
2566,民森尊享AM期,股票策略,查看,民森投资,查看,12.43%,查看,0.7663,-23.37%,查看,查看,查看,,,
2567,民森尊享X期,股票策略,查看,民森投资,查看,12.42%,查看,0.8977,-10.23%,查看,查看,查看,,,
2568,新方程五年陈金牛1号,组合策略,查看,新方程,查看,11.93%,查看,1.1450,14.50%,查看,查看,查看,,,
2569,民森尊享AQ期,股票策略,查看,民森投资,查看,12.41%,查看,0.7643,-23.57%,查看,查看,查看,,,
2570,民森尊享AC期,股票策略,查看,民森投资,查看,12.41%,查看,0.8922,-10.78%,查看,查看,查看,,,
2571,民森尊享K期,股票策略,查看,民森投资,查看,12.42%,查看,1.1395,13.95%,查看,查看,查看,,,
2572,民森尊享AJ期,股票策略,查看,民森投资,查看,12.42%,查看,0.7665,-23.35%,查看,查看,查看,,,
2573,民森尊享AB期,股票策略,查看,民森投资,查看,12.42%,查看,0.8923,-10.77%,查看,查看,查看,,,
2574,民森尊享AA期,股票策略,查看,民森投资,查看,12.42%,查看,0.8923,-10.77%,查看,查看,查看,,,
2575,民森尊享I期,股票策略,查看,民森投资,查看,12.42%,查看,1.1376,13.76%,查看,查看,查看,,,
2576,民森尊享U期,股票策略,查看,民森投资,查看,12.42%,查看,0.8987,-10.13%,查看,查看,查看,,,
2577,民森尊享L期,股票策略,查看,民森投资,查看,12.42%,查看,0.8987,-10.13%,查看,查看,查看,,,
2578,民森尊享S期,股票策略,查看,民森投资,查看,12.42%,查看,0.8988,-10.12%,查看,查看,查看,,,
2579,民森尊享R期,股票策略,查看,民森投资,查看,12.42%,查看,0.8988,-10.12%,查看,查看,查看,,,
2580,民森尊享D期,股票策略,查看,民森投资,查看,12.42%,查看,1.2003,20.03%,查看,查看,查看,,,
2581,民森尊享Q期,股票策略,查看,民森投资,查看,12.42%,查看,0.8989,-10.11%,查看,查看,查看,,,
2582,财通资管财臻6号,多策略,查看,财通证券,查看,31.62%,查看,0.9791,5.91%,查看,查看,查看,,,
2583,民森尊享AR期,股票策略,查看,民森投资,查看,12.41%,查看,0.7663,-23.37%,查看,查看,查看,,,
2584,民森尊享AP期,股票策略,查看,民森投资,查看,12.41%,查看,0.7665,-23.35%,查看,查看,查看,,,
2585,华泰紫金健康中国,多策略,查看,华泰资管,查看,12.37%,查看,1.1003,10.03%,查看,查看,查看,,,
2586,民森尊享F期,股票策略,查看,民森投资,查看,12.38%,查看,1.1371,13.71%,查看,查看,查看,,,
2587,民森K号,股票策略,查看,民森投资,查看,11.08%,查看,2.3588,135.88%,查看,查看,查看,,,
2588,精选一期子基金,股票策略,查看,融湖投资,查看,13.53%,查看,1.2827,28.27%,查看,查看,查看,,,
2589,冰剑8号,对冲策略,查看,绍兴冰剑投资,查看,13.05%,查看,1.1368,13.68%,查看,查看,查看,,,
2590,厚润德控制权交易策略一期,股票策略,查看,厚润德,查看,30.05%,查看,1.1340,38.40%,查看,查看,查看,,,
2591,世诚扬子10号,股票策略,查看,世诚投资,查看,13.62%,查看,1.1362,15.50%,查看,查看,查看,,,
2592,民森尊享M期,股票策略,查看,民森投资,查看,12.37%,查看,1.1389,13.89%,查看,查看,查看,,,
2593,飞鹰1号,股票策略,查看,仁睿投资,查看,17.57%,查看,1.1930,19.30%,查看,查看,查看,,,
2594,析方港股1号,股票策略,查看,析方投资,查看,3.40%,查看,1.3257,32.57%,查看,查看,查看,,,
2595,合撰成长精选贰号,股票策略,查看,合撰资产,查看,23.70%,查看,1.0440,4.40%,查看,查看,查看,,,
2596,黄金优选28期12号,股票策略,查看,神农投资,查看,19.65%,查看,1.0173,1.73%,查看,查看,查看,,,
2597,中航信平方和1号,股票策略,查看,东航金控,查看,14.77%,查看,1.1730,17.30%,查看,查看,查看,,,
2598,伏明2号,股票策略,查看,伏明资产,查看,16.48%,查看,1.0600,6.00%,查看,查看,查看,,,
2599,冰剑3号,股票策略,查看,绍兴冰剑投资,查看,13.94%,查看,1.0896,119.66%,查看,查看,查看,,,
2600,前海旗隆金融工程1期,多策略,查看,前海旗隆基金,查看,5.43%,查看,1.4744,47.44%,查看,查看,查看,,,
2601,鸿腾一号,多策略,查看,鸿腾资产,查看,4.97%,查看,1.1400,14.00%,查看,查看,查看,,,
2602,博鸿聚义,股票策略,查看,上海博鸿,查看,9.22%,查看,1.1488,14.88%,查看,查看,查看,,,
2603,证大久盈旗舰103号,多策略,查看,证大投资,查看,--,查看,1.0990,9.90%,查看,查看,查看,,,
2604,均衡价值,组合策略,查看,光大银行,查看,11.78%,查看,2.0082,100.82%,查看,查看,查看,,,
2605,太平洋红珊瑚1号,股票策略,查看,太平洋证券,查看,28.20%,查看,0.9516,45.16%,查看,查看,查看,,,
2606,星石5,股票策略,查看,星石投资,查看,10.95%,查看,3.1764,-96.82%,查看,查看,查看,,,
2607,无量1期,股票策略,查看,无量资本,查看,9.74%,查看,1.3070,30.70%,查看,查看,查看,,,
2608,南华期货-迪森共赢1号,股票策略,查看,辰阳投资,查看,18.80%,查看,1.3710,37.10%,查看,查看,查看,,,
2609,金海8号,股票策略,查看,金海投资,查看,9.81%,查看,1.7614,76.14%,查看,查看,查看,,,
2610,华邦增长2号,股票策略,查看,华邦投资,查看,16.36%,查看,0.9600,-4.00%,查看,查看,查看,,,
2611,双安誉信宏观对冲7号,其他,查看,双安资产,查看,17.82%,查看,1.1695,16.95%,查看,查看,查看,,,
2612,牧容进取6号,股票策略,查看,牧容资产,查看,19.81%,查看,1.2640,37.99%,查看,查看,查看,,,
2613,金辇动态灵活1期1号,多策略,查看,金辇投资,查看,17.07%,查看,1.0370,3.70%,查看,查看,查看,,,
2614,汇信-中欧瑞博6号,股票策略,查看,中欧瑞博,查看,11.04%,查看,1.2486,24.86%,查看,查看,查看,,,
2615,新方程展博尊享A,股票策略,查看,展博投资,查看,16.32%,查看,0.9480,-5.20%,查看,查看,查看,,,
2616,同城财富开泰1号,股票策略,查看,鼎重投资,查看,20.24%,查看,0.8752,-12.48%,查看,查看,查看,,,
2617,神农优选价值,股票策略,查看,神农投资,查看,9.52%,查看,1.1670,16.70%,查看,查看,查看,,,
2618,金狮153号,股票策略,查看,鼎锋资产,查看,6.34%,查看,1.7268,72.68%,查看,查看,查看,,,
2619,火龙果,多策略,查看,隆利投资,查看,13.32%,查看,1.1546,15.46%,查看,查看,查看,,,
2620,中量奇正-汉江3号,管理期货,查看,中金量化,查看,11.73%,查看,2.5455,154.55%,查看,查看,查看,,,
2621,中天汇富2号次级,股票策略,查看,中天证券,查看,78.88%,查看,2.3480,134.80%,查看,查看,查看,,,
2622,锐进39期民森尊享T期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2623,锐进39期民森尊享I期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2624,锐进39期民森尊享K期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2625,锐进39期民森尊享L期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2626,锐进39期民森尊享G期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2627,锐进39期民森尊享H期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2628,锐进39期民森尊享J期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2629,锐进39期民森多元策略,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2630,锐进39期民森尊享C期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
2631,锐进39期民森尊享D期,股票策略,查看,民森投资,查看,14.25%,查看,0.9984,-0.16%,查看,查看,查看,,,
